Variedad,Fecha,RendimientoPromedio,RendimientoDesviacion,pct05,pct25,pct50,pct75,pct95
PIO 4082B,2016-10-01,9111.9,735.2,7923,8288,9329,9408,10552
PIO 4082B,2016-10-02,9111.9,735.2,7923,8288,9329,9408,10552
PIO 4082B,2016-10-03,9111.9,735.2,7923,8288,9329,9408,10552
PIO 4082B,2016-10-04,9111.9,735.2,7923,8288,9329,9408,10552
PIO 4082B,2016-10-05,9111.9,735.2,7923,8288,9329,9408,10552
PIO 4082B,2016-10-06,8607,572.3,7746,8120,8805,8912,9520
PIO 4082B,2016-10-07,8607,572.3,7746,8120,8805,8912,9520
PIO 4082B,2016-10-08,8607,572.3,7746,8120,8805,8912,9520
PIO 4082B,2016-10-09,8607,572.3,7746,8120,8805,8912,9520
PIO 4082B,2016-10-10,8607,572.3,7746,8120,8805,8912,9520
PIO 4082B,2016-10-11,8260.9,736.6,6992,7716,8142,8865,9642
PIO 4082B,2016-10-12,8260.9,736.6,6992,7716,8142,8865,9642
PIO 4082B,2016-10-13,8260.9,736.6,6992,7716,8142,8865,9642
PIO 4082B,2016-10-14,8260.9,736.6,6992,7716,8142,8865,9642
PIO 4082B,2016-10-15,8260.9,736.6,6992,7716,8142,8865,9642
PIO 4082B,2016-10-16,8231,831.6,6469,7865,8093,8789,9707
PIO 4082B,2016-10-17,8231,831.6,6469,7865,8093,8789,9707
PIO 4082B,2016-10-18,8231,831.6,6469,7865,8093,8789,9707
PIO 4082B,2016-10-19,8231,831.6,6469,7865,8093,8789,9707
PIO 4082B,2016-10-20,8231,831.6,6469,7865,8093,8789,9707
PIO 4082B,2016-10-21,8230.8,869.1,6934,7224,8331,9044,9363
PIO 4082B,2016-10-22,8230.8,869.1,6934,7224,8331,9044,9363
PIO 4082B,2016-10-23,8230.8,869.1,6934,7224,8331,9044,9363
PIO 4082B,2016-10-24,8230.8,869.1,6934,7224,8331,9044,9363
PIO 4082B,2016-10-25,8230.8,869.1,6934,7224,8331,9044,9363
PIO 4082B,2016-10-26,8876.6,904.9,7137,8371,8845,9703,10230
PIO 4082B,2016-10-27,8876.6,904.9,7137,8371,8845,9703,10230
PIO 4082B,2016-10-28,8876.6,904.9,7137,8371,8845,9703,10230
PIO 4082B,2016-10-29,8876.6,904.9,7137,8371,8845,9703,10230
PIO 4082B,2016-10-30,8876.6,904.9,7137,8371,8845,9703,10230
PIO 4082B,2016-10-31,8761.7,596.5,7897,8116,9128,9341,9452
PIO 4082B,2016-11-01,8761.7,596.5,7897,8116,9128,9341,9452
PIO 4082B,2016-11-02,8761.7,596.5,7897,8116,9128,9341,9452
PIO 4082B,2016-11-03,8761.7,596.5,7897,8116,9128,9341,9452
PIO 4082B,2016-11-04,8761.7,596.5,7897,8116,9128,9341,9452
PIO 4082B,2016-11-05,9314.1,659.7,8038,8900,9011,9810,10224
PIO 4082B,2016-11-06,9314.1,659.7,8038,8900,9011,9810,10224
PIO 4082B,2016-11-07,9314.1,659.7,8038,8900,9011,9810,10224
PIO 4082B,2016-11-08,9314.1,659.7,8038,8900,9011,9810,10224
PIO 4082B,2016-11-09,9314.1,659.7,8038,8900,9011,9810,10224
PIO 4082B,2016-11-10,9572.1,604.2,8346,9259,9848,10019,10298
PIO 4082B,2016-11-11,9572.1,604.2,8346,9259,9848,10019,10298
PIO 4082B,2016-11-12,9572.1,604.2,8346,9259,9848,10019,10298
PIO 4082B,2016-11-13,9572.1,604.2,8346,9259,9848,10019,10298
PIO 4082B,2016-11-14,9572.1,604.2,8346,9259,9848,10019,10298
PIO 4082B,2016-11-15,9399.1,628.6,8355,8923,9172,9810,10313
PIO 4082B,2016-11-16,9399.1,628.6,8355,8923,9172,9810,10313
PIO 4082B,2016-11-17,9399.1,628.6,8355,8923,9172,9810,10313
PIO 4082B,2016-11-18,9399.1,628.6,8355,8923,9172,9810,10313
PIO 4082B,2016-11-19,9399.1,628.6,8355,8923,9172,9810,10313
PIO 4082B,2016-11-20,9290.6,597.1,8283,8994,9091,9609,10347
PIO 4082B,2016-11-21,9290.6,597.1,8283,8994,9091,9609,10347
PIO 4082B,2016-11-22,9290.6,597.1,8283,8994,9091,9609,10347
PIO 4082B,2016-11-23,9290.6,597.1,8283,8994,9091,9609,10347
PIO 4082B,2016-11-24,9290.6,597.1,8283,8994,9091,9609,10347
PIO 4082B,2016-11-25,9747.5,684.4,8805,9089,9712,10092,11096
PIO 4082B,2016-11-26,9747.5,684.4,8805,9089,9712,10092,11096
PIO 4082B,2016-11-27,9747.5,684.4,8805,9089,9712,10092,11096
PIO 4082B,2016-11-28,9747.5,684.4,8805,9089,9712,10092,11096
PIO 4082B,2016-11-29,9747.5,684.4,8805,9089,9712,10092,11096
PIO 4082B,2016-11-30,9747.5,684.4,8805,9089,9712,10092,11096
